-4802.03	-4908.12539	-4830.106	-5292.888
-4663.402	-5064.4178	-4782.628	-5254.566
-4652.908	-5012.07257	-4827.864	-5208.528
-4094.616	-5099.96664	-4974.874	-5334.734
-2975.264	-5012.3947	-4837.928	-5293.064
-1374.014	-5088.0387	-4912.388	-5349.456
-558.88	-4976.98542	-4962.302	-5288.544
-298.288	-4465.75028	-4925.204	-5314.78
-165.526	-4240.65292	-5012.518	-5330.314
-198.876	-3162.09666	-4984.112	-5324.76
-163.714	-1856.54038	-4878.8	-5315.834
-101.158	-600.71596	-4942.372	-5388.588
-61.87	-343.24984	-4859.024	-5284.986
-208.756	-153.64296	-4805.802	-5301.352
-134.166	-128.61673	-4726.772	-5301.252
-123.33	-183.11494	-4454.974	-5239.752
-209.312	-80.50536	-4081.094	-5180.698
-83.524	5.09202	-3326.842	-5171.38
-61.5	-91.09866	-2452.348	-4859.382
-125.182	-61.92787	-1431.164	-4639.55
-91.802	-87.38702	-856.89	-4155.228
-88.556	-110.20809	-540.436	-3139.028
-191.804	-67.00825	-401.472	-2078.176
-106.218	-72.78059	-343.83	-1156.408
-93.002	-40.63821	-205.472	-761.046
-4.68	-180.87312	-246.926	-503.172
-0.02103	-46.55968	-157.56	-328.218
-43.758	73.65997	-194.424	-282.806
